Species,Country.of.Origin,Grading.Date,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Category.One.Defects,Quakers,Category.Two.Defects,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Year,id
Arabica,Guatemala,2013-02-26,Bourbon,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.5,0,0.0,0,1310.64,1310.64,1310.64,2013,320.0
Arabica,Mexico,2012-09-27,Typica,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.5,0,0.0,10,1679.0,1679.0,1679.0,2012,484.0
Arabica,Mexico,2012-07-26,Typica,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.5,82.5,0,0.0,5,1100.0,1100.0,1100.0,2012,484.0
Arabica,Mexico,2012-06-07,Typica,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,10.0,7.5,82.5,0,0.0,2,1650.0,1650.0,1650.0,2012,484.0
Arabica,Guatemala,2012-03-26,Caturra,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,10.0,7.5,82.5,0,0.0,5,,,,2012,320.0
Arabica,Brazil,2012-03-16,Bourbon,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.5,0,0.0,4,1250.0,1250.0,1250.0,2012,76.0
Arabica,Colombia,2012-03-05,Caturra,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,10.0,7.58,82.5,1,0.0,3,1600.0,1950.0,1775.0,2012,170.0
Arabica,United States,2012-02-23,Hawaiian Kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,10.0,7.58,82.5,2,0.0,3,,,,2012,840.0
Arabica,Guatemala,2010-07-23,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,10.0,7.33,82.5,1,0.0,14,1600.0,1600.0,1600.0,2010,320.0
Arabica,Honduras,2017-09-27,Other,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,10.0,7.5,82.42,0,1.0,6,1500.0,1500.0,1500.0,2017,340.0
Arabica,Guatemala,2017-09-08,Bourbon,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,10.0,7.42,82.42,0,1.0,2,1700.0,1700.0,1700.0,2017,320.0
Arabica,Guatemala,2017-06-01,Bourbon,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,10.0,7.5,82.42,0,0.0,0,1700.0,1700.0,1700.0,2017,320.0
Arabica,Guatemala,2017-06-01,Bourbon,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,10.0,7.42,82.42,0,0.0,0,157.8864,157.8864,157.8864,2017,320.0
Arabica,Guatemala,2017-01-20,Caturra,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,10.0,7.5,82.42,0,2.0,3,,,,2017,320.0
Arabica,Colombia,2016-08-05,Caturra,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,10.0,8.08,82.42,0,0.0,1,1600.0,1600.0,1600.0,2016,170.0
Arabica,China,2016-04-06,Catimor,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.42,0,0.0,0,1600.0,1600.0,1600.0,2016,156.0
Arabica,Brazil,2016-01-12,,,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,10.0,8.0,82.42,0,1.0,0,,,,2016,76.0
Arabica,Tanzania,2015-11-16,Ruiru 11,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.58,82.42,0,0.0,7,2285.0,2285.0,2285.0,2015,834.0
Arabica,Brazil,2015-10-08,Yellow Bourbon,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,10.0,7.42,82.42,0,0.0,0,1.0,1.0,1.0,2015,76.0
Arabica,Guatemala,2014-12-18,Caturra,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,10.0,7.33,82.42,0,0.0,0,1400.0,1400.0,1400.0,2014,320.0
Arabica,Mexico,2014-08-14,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.58,82.42,0,0.0,0,1296.0,1296.0,1296.0,2014,484.0
Arabica,Brazil,2014-05-08,Catuai,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.42,0,0.0,1,1000.0,1000.0,1000.0,2014,76.0
Arabica,Peru,2014-01-21,,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,10.0,7.5,82.42,0,0.0,3,,,,2014,604.0
Arabica,Brazil,2013-12-30,Yellow Bourbon,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,10.0,8.17,82.42,0,0.0,0,1260.0,1260.0,1260.0,2013,76.0
Arabica,Mexico,2013-12-12,Bourbon,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,10.0,7.5,82.42,0,0.0,0,1170.0,1170.0,1170.0,2013,484.0
Arabica,Honduras,2013-12-10,,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,10.0,7.67,82.42,0,0.0,2,,,,2013,340.0
Arabica,Colombia,2013-05-31,Caturra,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,10.0,7.42,82.42,0,0.0,9,1600.0,1950.0,1775.0,2013,170.0
Arabica,Mexico,2013-03-29,Typica,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,10.0,7.42,82.42,0,0.0,5,1560.0,1560.0,1560.0,2013,484.0
Arabica,Mexico,2012-09-11,Typica,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.42,0,0.0,2,1400.0,1400.0,1400.0,2012,484.0
Arabica,Mexico,2012-09-10,Typica,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0,0.0,9,1300.0,1300.0,1300.0,2012,484.0
Arabica,Mexico,2012-08-31,Caturra,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,10.0,7.58,82.42,0,0.0,1,1170.0,1170.0,1170.0,2012,484.0
Arabica,Mexico,2012-07-25,Typica,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.42,0,0.0,0,1300.0,1300.0,1300.0,2012,484.0
Arabica,Mexico,2012-07-11,Pacamara,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,10.0,7.58,82.42,0,0.0,6,1350.0,1350.0,1350.0,2012,484.0
Arabica,Mexico,2012-07-03,Caturra,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.42,0,0.0,0,1150.0,1150.0,1150.0,2012,484.0
Arabica,Mexico,2012-06-06,Bourbon,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,10.0,7.5,82.42,0,0.0,4,1250.0,1250.0,1250.0,2012,484.0
Arabica,Mexico,2012-04-09,Typica,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,10.0,7.5,82.42,0,0.0,0,1450.0,1450.0,1450.0,2012,484.0
Arabica,Colombia,2012-01-31,Caturra,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,10.0,7.58,82.42,0,0.0,2,442.0,442.0,442.0,2012,170.0
Arabica,Brazil,2012-01-23,Arusha,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.42,82.42,0,0.0,2,,,,2012,76.0
Arabica,Colombia,2011-12-22,Caturra,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,10.0,7.75,82.42,0,0.0,2,1750.0,1750.0,1750.0,2011,170.0
Arabica,Colombia,2011-09-22,,,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,10.0,7.5,82.42,0,0.0,1,1750.0,1750.0,1750.0,2011,170.0
Arabica,Honduras,2017-04-06,Caturra,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.58,82.33,0,1.0,8,1396.0,1396.0,1396.0,2017,340.0
Arabica,Brazil,2017-02-09,Catuai,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,10.0,7.67,82.33,0,3.0,11,982.0,982.0,982.0,2017,76.0
Arabica,Brazil,2016-10-13,,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,10.0,7.5,82.33,0,4.0,14,,,,2016,76.0
Arabica,Brazil,2016-08-16,Bourbon,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,10.0,7.5,82.33,0,2.0,3,934.0,934.0,934.0,2016,76.0
Arabica,Costa Rica,2016-07-15,Caturra,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,10.0,7.5,82.33,6,1.0,3,1850.0,1850.0,1850.0,2016,188.0
Arabica,Costa Rica,2016-05-17,Catuai,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,10.0,7.33,82.33,0,2.0,0,1550.0,1550.0,1550.0,2016,188.0
Arabica,China,2016-04-05,Catimor,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.5,82.33,0,6.0,2,1580.0,1580.0,1580.0,2016,156.0
Arabica,Brazil,2015-10-08,Bourbon,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,6.67,10.0,7.75,82.33,0,0.0,0,1268.0,1268.0,1268.0,2015,76.0
Arabica,Brazil,2015-04-20,Mundo Novo,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.33,0,0.0,10,,,,2015,76.0
Arabica,Guatemala,2015-03-10,Bourbon,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,10.0,7.42,82.33,0,0.0,6,1676.4,1676.4,1676.4,2015,320.0
Arabica,Malawi,2014-11-04,Gesha,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,10.0,7.58,82.33,0,0.0,0,1450.0,1450.0,1450.0,2014,454.0
Arabica,Brazil,2014-10-15,Bourbon,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,10.0,6.67,8.0,82.33,0,0.0,0,1100.0,1100.0,1100.0,2014,76.0
Arabica,Guatemala,2014-06-10,Pacas,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,10.0,7.42,82.33,0,0.0,3,1524.0,1524.0,1524.0,2014,320.0
Arabica,Mexico,2014-04-02,,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.33,0,0.0,0,,,,2014,484.0
Arabica,Colombia,2014-01-21,Caturra,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,10.0,7.5,82.33,0,0.0,2,1300.0,1300.0,1300.0,2014,170.0
Arabica,Taiwan,2013-12-26,Typica,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0,0.0,0,200.0,200.0,200.0,2013,158.0
Arabica,Taiwan,2013-12-26,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.33,0,0.0,0,600.0,600.0,600.0,2013,158.0
Arabica,Guatemala,2013-07-16,Bourbon,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,10.0,7.25,82.33,2,0.0,1,1310.64,1310.64,1310.64,2013,320.0
Arabica,Colombia,2013-06-21,Caturra,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,10.0,7.33,82.33,0,0.0,1,1750.0,1750.0,1750.0,2013,170.0
Arabica,Mexico,2013-03-15,Typica,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,10.0,7.42,82.33,0,0.0,3,1300.0,1300.0,1300.0,2013,484.0
Arabica,Costa Rica,2012-10-09,,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10.0,7.67,82.33,0,0.0,14,,,,2012,188.0
Arabica,Guatemala,2012-10-05,Bourbon,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,10.0,7.33,82.33,0,0.0,3,1676.4,1828.8,1752.6,2012,320.0
Arabica,Mexico,2012-09-27,Typica,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,10.0,7.58,82.33,1,0.0,8,441.0,441.0,441.0,2012,484.0
Arabica,Mexico,2012-08-31,Bourbon,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.0,82.33,0,0.0,9,1170.0,1170.0,1170.0,2012,484.0
Arabica,Guatemala,2012-05-23,Bourbon,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,10.0,7.5,82.33,2,0.0,5,1310.64,1310.64,1310.64,2012,320.0
Arabica,Brazil,2012-04-11,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.33,0,0.0,2,1100.0,1100.0,1100.0,2012,76.0
Arabica,Mexico,2012-03-05,Typica,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,10.0,7.83,82.33,0,0.0,0,1200.0,1400.0,1300.0,2012,484.0
Arabica,Brazil,2012-02-17,Mundo Novo,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.33,0,0.0,2,950.0,950.0,950.0,2012,76.0
Arabica,Colombia,2012-01-31,Caturra,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,10.0,7.33,82.33,0,0.0,0,442.0,442.0,442.0,2012,170.0
Arabica,Brazil,2017-11-15,Catuai,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,10.0,7.5,82.25,2,6.0,10,1100.0,1100.0,1100.0,2017,76.0
Arabica,Taiwan,2017-02-13,,,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,10.0,10.0,82.25,0,0.0,0,,,,2017,158.0
Arabica,Guatemala,2016-08-31,Pacas,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0,2.0,2,1450.0,1450.0,1450.0,2016,320.0
Arabica,Brazil,2015-10-08,Yellow Bourbon,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,10.0,7.67,82.25,0,0.0,9,1.0,1.0,1.0,2015,76.0
Arabica,El Salvador,2015-07-08,Bourbon,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,82.25,0,0.0,0,1500.0,1500.0,1500.0,2015,222.0
Arabica,Honduras,2015-04-15,Catuai,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0,0.0,2,1350.0,1350.0,1350.0,2015,340.0
Arabica,Malawi,2014-11-04,Gesha,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,10.0,7.42,82.25,0,0.0,0,1180.0,1180.0,1180.0,2014,454.0
Arabica,Brazil,2014-10-16,Bourbon,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,10.0,7.42,82.25,0,0.0,0,1100.0,1100.0,1100.0,2014,76.0
Arabica,Taiwan,2013-12-26,Typica,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.25,82.25,0,0.0,0,650.0,650.0,650.0,2013,158.0
Arabica,Mexico,2013-07-19,Mundo Novo,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.25,0,0.0,4,1338.0,1338.0,1338.0,2013,484.0
Arabica,United States,2013-05-03,Hawaiian Kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,10.0,7.42,82.25,0,0.0,1,,,,2013,840.0
Arabica,Mexico,2012-09-27,Bourbon,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,10.0,7.58,82.25,3,0.0,8,533.0,533.0,533.0,2012,484.0
Arabica,Guatemala,2012-09-19,Bourbon,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,10.0,7.33,82.25,0,0.0,2,1390.8024,1390.8024,1390.8024,2012,320.0
Arabica,Mexico,2012-08-31,Bourbon,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,10.0,7.33,82.25,0,0.0,3,1170.0,1170.0,1170.0,2012,484.0
Arabica,Mexico,2012-08-30,Typica,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,10.0,7.33,82.25,0,0.0,13,1250.0,1250.0,1250.0,2012,484.0
Arabica,El Salvador,2012-08-21,Other,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,10.0,7.33,82.25,2,0.0,5,,,,2012,222.0
Arabica,Mexico,2012-07-11,Typica,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,10.0,7.42,82.25,0,0.0,0,1100.0,1100.0,1100.0,2012,484.0
Arabica,Mexico,2012-04-02,Typica,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,10.0,7.42,82.25,0,0.0,3,900.0,900.0,900.0,2012,484.0
Arabica,Colombia,2012-02-22,Caturra,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,10.0,7.42,82.25,0,0.0,1,1750.0,1750.0,1750.0,2012,170.0
Arabica,Colombia,2012-02-09,Caturra,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,10.0,7.58,82.25,0,0.0,0,1600.0,1950.0,1775.0,2012,170.0
Arabica,Brazil,2012-01-23,Arusha,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,10.0,7.5,82.25,0,0.0,1,,,,2012,76.0
Arabica,Colombia,2011-03-01,,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,10.0,7.75,82.25,0,0.0,2,,,,2011,170.0
Arabica,Brazil,2016-08-16,Bourbon,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,10.0,7.5,82.17,0,1.0,5,934.0,934.0,934.0,2016,76.0
Arabica,Honduras,2016-06-09,Caturra,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.17,0,1.0,2,1500.0,1500.0,1500.0,2016,340.0
Arabica,Nicaragua,2016-03-15,,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0,0.0,1,1000.0,1000.0,1000.0,2016,558.0
Arabica,Tanzania,2015-11-16,Bourbon,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,10.0,7.5,82.17,1,0.0,6,1500.0,1800.0,1650.0,2015,834.0
Arabica,Tanzania,2015-10-20,Other,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,10.0,7.58,82.17,0,0.0,1,1600.0,1600.0,1600.0,2015,834.0
Arabica,Brazil,2015-10-08,Yellow Bourbon,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,10.0,7.58,82.17,0,0.0,1,1.0,1.0,1.0,2015,76.0
Arabica,Thailand,2015-06-09,,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,10.0,7.5,82.17,0,0.0,0,800.0,800.0,800.0,2015,764.0
Arabica,Honduras,2015-04-15,Catuai,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,10.0,7.33,82.17,0,0.0,2,1350.0,1350.0,1350.0,2015,340.0
Arabica,Guatemala,2015-03-21,Bourbon,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.42,82.17,0,0.0,4,1500.0,1500.0,1500.0,2015,320.0
Arabica,Brazil,2015-01-15,Mundo Novo,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.17,0,0.0,1,,,,2015,76.0
Arabica,Tanzania,2014-12-15,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,10.0,7.25,82.17,0,0.0,1,1700.0,1700.0,1700.0,2014,834.0
Arabica,Mexico,2014-07-15,Other,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,10.0,7.33,82.17,0,0.0,0,1100.0,1100.0,1100.0,2014,484.0
Arabica,Mexico,2014-04-10,Other,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,10.0,7.5,82.17,1,0.0,1,1200.0,1600.0,1400.0,2014,484.0
Arabica,Taiwan,2013-12-26,Typica,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,7.17,82.17,0,0.0,0,1200.0,1200.0,1200.0,2013,158.0
Arabica,Taiwan,2013-05-29,Typica,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,7.58,82.17,0,0.0,0,800.0,800.0,800.0,2013,158.0
Arabica,Colombia,2013-03-20,Caturra,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,7.5,82.17,0,0.0,1,1750.0,1750.0,1750.0,2013,170.0
Arabica,Mexico,2012-09-27,Typica,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.17,1,0.0,9,1144.0,1144.0,1144.0,2012,484.0
Arabica,Guatemala,2012-08-02,Caturra,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,7.17,82.17,0,0.0,2,1350.0,1350.0,1350.0,2012,320.0
Arabica,Mexico,2012-07-11,Typica,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,7.5,82.17,0,0.0,4,1000.0,1000.0,1000.0,2012,484.0
Arabica,Mexico,2012-07-02,Typica,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,7.58,82.17,0,0.0,1,1200.0,1200.0,1200.0,2012,484.0
Arabica,Colombia,2011-02-09,,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,7.42,82.17,0,0.0,0,1800.0,1800.0,1800.0,2011,170.0
Arabica,Indonesia,2017-08-03,Bourbon,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,7.33,82.08,0,0.0,3,1300.0,1300.0,1300.0,2017,360.0
Arabica,Colombia,2017-02-20,Caturra,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,7.58,82.08,0,7.0,6,,,,2017,170.0
Arabica,Brazil,2016-08-16,Bourbon,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,7.5,82.08,0,1.0,3,894.0,894.0,894.0,2016,76.0
Arabica,Brazil,2015-10-08,Yellow Bourbon,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,7.25,82.08,0,0.0,1,1.0,1.0,1.0,2015,76.0
Arabica,Costa Rica,2015-04-10,Caturra,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,7.67,82.08,0,0.0,0,1200.0,1400.0,1300.0,2015,188.0
Arabica,Tanzania,2015-03-25,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.42,82.08,0,0.0,5,1500.0,1500.0,1500.0,2015,834.0
Arabica,Tanzania,2015-01-08,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,7.5,82.08,0,0.0,3,1500.0,1700.0,1600.0,2015,834.0
Arabica,Colombia,2014-09-12,,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,7.25,82.08,1,0.0,0,,,,2014,170.0
Arabica,Costa Rica,2014-03-21,Caturra,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,7.33,82.08,0,0.0,2,13.0,13.0,13.0,2014,188.0
Arabica,United States,2012-11-26,Hawaiian Kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,7.5,82.08,0,0.0,0,,,,2012,840.0
Arabica,Mexico,2012-09-10,Typica,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,7.42,82.08,0,0.0,7,1300.0,1300.0,1300.0,2012,484.0
Arabica,Mexico,2012-08-30,Typica,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,7.5,82.08,3,0.0,13,1800.0,1800.0,1800.0,2012,484.0
Arabica,Mexico,2012-07-26,Typica,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,7.33,82.08,0,0.0,11,1250.0,1250.0,1250.0,2012,484.0
Arabica,Vietnam,2012-07-23,Other,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,7.42,82.08,0,0.0,2,1040.0,1040.0,1040.0,2012,704.0
Arabica,Mexico,2012-07-11,Typica,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,7.33,82.08,0,0.0,1,1250.0,1250.0,1250.0,2012,484.0
Arabica,United States,2012-02-23,Hawaiian Kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,7.42,82.08,0,0.0,2,,,,2012,840.0
Arabica,Colombia,2011-04-18,,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,7.17,82.08,1,0.0,5,1600.0,1600.0,1600.0,2011,170.0
Arabica,Honduras,2017-06-01,Caturra,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,7.42,82.0,0,0.0,1,1600.0,1600.0,1600.0,2017,340.0
Arabica,Honduras,2017-04-06,Caturra,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,7.5,82.0,0,1.0,7,1600.0,1600.0,1600.0,2017,340.0
Arabica,Brazil,2016-08-16,Bourbon,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0,2.0,3,944.0,944.0,944.0,2016,76.0
Arabica,Tanzania,2015-11-16,Other,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,7.42,82.0,0,0.0,20,1500.0,1800.0,1650.0,2015,834.0
Arabica,Laos,2015-11-05,Other,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,7.5,82.0,0,0.0,0,1250.0,1250.0,1250.0,2015,418.0
Arabica,Tanzania,2014-12-18,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,7.5,82.0,0,0.0,3,1300.0,1400.0,1350.0,2014,834.0
Arabica,Malawi,2014-10-31,Gesha,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,7.33,82.0,0,0.0,1,2500.0,2500.0,2500.0,2014,454.0
